reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOHtniMnMcApel0stGdjIGlcoA_WgiN7_ODyoer4IJ9VHHJEI5zSKzz5zzkG91AakTHMxMTzzn96SEZrmw,Molli Salzsieder,https://play-lh.googleusercontent.com/a/AATXAJx8hFgaVZoYJLolEqLTomauovmZ3UX3uFqJpZFv=mo,I had the best experience with the people. There are definitely bugs with app. I would recommend.,4,0,3.7.17,2022-02-17 08:50:03,Thank you for your kind review!,2022-02-18 09:03:40
gp:AOqpTOGRoNCfX-QrP786A3IzFswEHIVTdVV2V_8nODX3-tDOItKPPixpXi5wV2XTvF8j2UgQVlZMXiUWPwyHfA,James Reaume,https://play-lh.googleusercontent.com/a/AATXAJwHk_iXjQjdCIZLTPfVl2b9s46N4t3QKB6A9uHy=mo,"very friendly, knowledgeable, and fast.",5,0,3.7.17,2022-02-17 06:45:10,It is delightful to hear such positive words and it’s always a pleasure to serve our users.,2022-02-18 09:03:24
gp:AOqpTOETvT2OHNiI8qnRT7Yx7rwCVs6w_It4FOpMdPuhs3qwWD4080iq9DgZ5vdkjAYpdiqc-U_gtJ8f_rVQnQ,Tesla Wilson,https://play-lh.googleusercontent.com/a-/AOh14GhHkCCMHFcl-pgY2B30iYwmPCy2YrM6lgmqtFKB,very pleasant staff. easy to use. appointments are simple to schedule/reschedule. great option for those who lack transportation or the will to venture out in order to receive mental health care. so far no complaints on how the app or the staff function.,4,0,3.7.16,2022-02-16 22:19:57,"Thank you for your review! If you have any suggestions on how we could improve and enhance your user experience, please don't hesitate to share them with us.",2022-02-18 09:07:55
gp:AOqpTOGyGR4SGS5na3ehDngZV2are4a6fPKr8IUr_RvtnljTAF2ZrF2VzycuCtsc4SaxNfqd4bEysrxfkZP_9A,Cameron Ingersoll,https://play-lh.googleusercontent.com/a/AATXAJy1JcCBg2DFDEDdrG2lkXgkSFGzWpyShMRDzyvP=mo,"Amazing, super efficient and friendly. Already feeling relief in one week!",5,0,3.7.16,2022-02-16 14:45:14,Thank you so much for your review!,2022-02-18 09:08:04
gp:AOqpTOFeK8OpXnMNXRWoELYlc6qjTPQ-evB3wjrKKvOWmkPW9FTlr0zbO7Yia9z9U_cYtJ2HUpeq-5fRrI74NQ,Jef Hall,https://play-lh.googleusercontent.com/a/AATXAJy_ocs_xum2Czu7qkkJ-_l5gRyU0n-Ne3mAgkjz=mo,New to the platform but so far I like everyone and the functionality!,5,0,3.7.16,2022-02-16 12:59:12,Thank you so much for your review!,2022-02-18 09:08:08
gp:AOqpTOFlp_ijYCO3cqQBTdD01RY6jJcnipLUurVz5KdqkPGbrTpOsGhVTJxhBbsOIdQjXkeXKtFBRLyZ3xquKA,Jordan Eck,https://play-lh.googleusercontent.com/a-/AOh14GiC1GwgFY-GqtRu6lAzRJSxUXmC14wcDy4VnDZhJQ,"Slightly disappointed, I paid for the service and was really excited to get help, just to be told to ask for a refund because of health conditions in my family immediately after paying. I wish I knew that would affect me being able to use the app before I paid. Waiting for an email confirming my refund and cancelation of recurring payments.",2,0,3.7.17,2022-02-16 12:38:50,"We appreciate you taking the time to share your experience. We're sorry to hear you were not satisfied with our services and would like to take some time to see what we can do to correct the situation. Please reach out to reviews@cerebral.com with your review’s username. We look forward to assisting you in any way we can. Best, Cerebral Team
",2022-02-18 09:08:15
gp:AOqpTOFcMhyPWweP5-oqjmRHp7d-3HE_fG9n3lxyMTiMVAxHQCIrWzi305HITgqhgSMNUiLa1oSWhLKVU6b_og,Charlie Enyart,https://play-lh.googleusercontent.com/a-/AOh14GgFXjcz1I74WKVKkNpi47iWZm3U7iuh53kkaD2u,I CANT EVEN MAKE AN ACCOUNT!! I already posted a review about this but it got deleted. I can't get past the password. It keeps saying I'm not reaching complexity requirements when I obviously am. I've tried SEVERAL passwords. How is this supposed to be more accessible when I can't even make an account!?!?,1,0,3.7.17,2022-02-16 08:10:41,"Oh no! We sincerely apologize for the troubles you've had with the app. We'd be happy to take a look into this for you, please contact us at support@cerebral.com. Thank you.",2022-02-18 09:08:33
gp:AOqpTOET9tlHT5Qkk0Kr5u75cq98nAFibScau3C4icrF1Ss7YraNWfLlaVI2a_Xw9ar659nJ6gM-VdQIRQVqmw,Leia Shouey,https://play-lh.googleusercontent.com/a-/AOh14GggHLwJG6MPTKChqD6-R-Jscu4g2pwauuyV0RysgA,"DONT waste your time or money! I made an account because it sounded like a good idea, and I didn't mind paying out of pocket for the convenience. When it came to meds we agreed they would ship me my meds (the cost was only $50 that way, through my pharmacy it would be $300) next thing I know they are shipping my script off to some pharmacy in CA..took DAYS to respond. And instead of finally shipping it like asked, they send it to my nearest pharmacy. It takes forever for anything to be handled.",1,0,3.7.17,2022-02-16 07:11:07,"We appreciate you taking the time to share your experience. We're sorry to hear you were not satisfied with our services and would like to take some time to see what we can do to correct the situation. Please reach out to reviews@cerebral.com with your review’s username. We look forward to assisting you in any way we can. Best, Cerebral Team
",2022-02-18 09:08:44
gp:AOqpTOG8H6UyoCO6cAgK2dLb9aqF0ISqAw-jFa6vs0EOdAm-ARUgqPhojPodtT7xzKxHBRY2HRpMsyF4IorTWA,Koriander Yander,https://play-lh.googleusercontent.com/a-/AOh14Gg8Z3OwM0-LSreFuNVFRZBzMnn61nRKBQWtVFYi,Thank goodness for this app. I didn't know how to go about getting help and my anxiety and mood swings was destroying my relationship. I learned what a cognitive distortion is and am working on challenging these distortions when they arise. I wish there was a Journaling section of the app like on BetterHelp. It would be nice to be able to journal daily directly on cerebral and choose to share my daily entries with the care team. This is a feature on BetterHelp that helps the counselor.,5,0,3.7.17,2022-02-16 00:23:25,Thank you so much for your review and your feedback!,2022-02-18 09:09:07
gp:AOqpTOEAErMG-780k_jECdthyZhwtUKrNYI8kvHq9Fph5Z6EHb5y-6aDUmmJXRdJoIs_zjYPdCrs3JaoSrED7Q,Davina Middleton,https://play-lh.googleusercontent.com/a-/AOh14Gi0IsDkvt0tW2yM6Y-mqzMmgQ4XCAJPb3oTl2DjNw,"Go through a different online service. After every possible error I was finally able to get in and have an appointment. I had the initial 10 minute visit with the prescriber and she diagnosed me then said she would send in medications. Fast forward 4 days later and no response. Can't get in touch with anyone to help either because there is no one to call, only email so there is no real time conversations. I feel like I've been scammed.",1,0,3.7.16,2022-02-15 19:09:17,,
gp:AOqpTOFyhiClkNCom9dcgojQL742qL62w5XfzsKv1jGOVHP0l8CdW6z4G84QxLhc7hzMaxvRHSpaqnSa0BGJ4g,Eric Newcomb,https://play-lh.googleusercontent.com/a-/AOh14GhaebgzjlhQGqZnZdTMDbqgCmfAbnKXHbmeTypfmw,"The company steals your money when you cancel. I canceled, then was billed for the month after I canceled. I had to fight to get a refund. The next month the same thing happened to my daughter. Tonight, Feb 15, I got billed again for my wife's account, which SAS canceled in December. Thieves, illegal billing. Stay far away.",1,0,,2022-02-15 19:03:03,,
gp:AOqpTOGXuYfJszeYGq8na9UtiRGpc2_UgcEhRq1vItXHTg7oSrDI0bTko-yJQLzR73tZt5_3TCtO5uhXwSFTTw,Anthony Winborn,https://play-lh.googleusercontent.com/a-/AOh14GhYDUVgvY4SY1PJkNU7ABf2Qjy4rY_4bQTLOlaJfA,good nurse practioner,5,0,3.7.16,2022-02-15 18:49:35,Thank you so much for your review!,2022-02-18 16:49:18
gp:AOqpTOFOzFBSohpxE9JzoQOS_niZgjKWWRJGwSViqVxTCuOqbz7164XHfcLk-PaJMx8Y6YJGinuUFFwI0UM7Eg,Brandon Williams,https://play-lh.googleusercontent.com/a-/AOh14Gj11LyaJ2SS_HRkrmX9bLD3L_Cr96JqClpbQw1G,"Terrible platform. First, after I talked with my prescriber, my prescriptions weren't actually ordered like they were supposed to be. I talked to someone who ended up ordering them, but there was an error. They didn't tell me about the error though, no I had to ask like 5 days after the prescription tab didn't update. Then I asked them to just send it to my local pharmacy which they said they did. Guess what, just went to the pharmacy and nothing. Definitely cancelling my membership.",1,0,3.7.16,2022-02-15 17:48:56,,
gp:AOqpTOFcAq-HL9zTPACfr0E5KxEQHbhSf1y4Ck3BtUT5UvrgFqQLSwnMAgawFOE6W1qemwC6spEmOE1ylfy2fw,Mike Garrett,https://play-lh.googleusercontent.com/a/AATXAJzRl0Mnuuuwa9jBkuXBU3WjA-b6CkDdyqxL0eIu=mo,Easy to get scheduled and hoping it helps,5,0,3.7.16,2022-02-15 15:09:25,"We're always working hard to improve the app. Thanks for your feedback!
",2022-02-18 16:49:12
gp:AOqpTOHzScxwPwZjiNAD7KrlCAstIYnw6ecg6imWJJMn3kPUNx1Cw9GDPKHDFvjWHYCVwpjR1G-LlY4frVMgOg,Jessica Johnson,https://play-lh.googleusercontent.com/a-/AOh14GhScjkbuDGqqNEYk_OFMp_ogYHXZBfkJQiwqSxA,so far my providers have been amazing and very attentive.,5,0,3.7.16,2022-02-15 15:01:42,We are happy to support you!,2022-02-18 16:48:53
gp:AOqpTOGe0H9UoslVIsn8PRl0VFS8CBid-Yt6WfONNqEzwLxCmAeOp09i9m-WBz5f_hb4pRzfpvYaGTz0O8irCw,Jeff Sandquist,https://play-lh.googleusercontent.com/a-/AOh14GhUOgyi4KXD8hrlBU_Wng9EQltBxYM4yqL9nkVBWg,"This company is dirty and manipulative. I was promised therapy, and was given nothing but pills. Then, they charged me $180 for the $10 bottle of said pills. Then acted like they had no idea how it happened. It would have gone unchecked if I wasn't to have check my bank account. Now I'm trying to cancel, and have sent 3 emails over the course of a week, and have not heard anything from them, to the point of where now I'm paying for the whole next month of a program I desperately don't want.",1,0,3.7.16,2022-02-15 14:02:17,,
gp:AOqpTOGgGOZSIa03a8QK9HOeByUZTTj4eb5rJUN9ZyY2z8XOcj1PMVtPP8MbPHSDYZSD94x6DEvziJR4qoHlQg,Brittney Hamilton,https://play-lh.googleusercontent.com/a-/AOh14GijzdBuE9-PD85uGswV-eI32TW-qLnux7jejbhFsw,cerebral has been amazing! there counselors and prescribers are sweet and soo helpful and they are really good on making sure you have your medications as well,5,0,3.7.16,2022-02-15 12:17:52,Thank you so much for your review!,2022-02-18 16:48:41
gp:AOqpTOHxzasHpuObzq7g5PD8ozLZ6hNKem-1hg71eUGJhR_24RtksphWVS5nKnrp10BTMtxpHNpbu4tr3R2Kog,Tatiana Torres,https://play-lh.googleusercontent.com/a-/AOh14GjiwkYdN2USZW-zbUMFpXzibeyYtANNJ5cUqoCwhA,"This service was fine (counselors were very nice) until they told me they don't take my insurance despite accepting it at sign up and then charging me $75 for medication they didn't even send to the right pharmacy. Once i found an in-network provider, I cancelled the service only to be charged another membership fee the following month and sent a request for reimbursement, only to have them not answer a single email. Had to dispute and issue stop payment through my bank. Buyer beware.",1,0,,2022-02-15 11:42:56,,
gp:AOqpTOFRb4mWo5YxUKwnOdOAv5xzkeQ__sJmxSrSieFUqPzost2HctaFX2AAyr60p5BdCvz-0nqwPf58KuQFSQ,Andi real,https://play-lh.googleusercontent.com/a-/AOh14GjVCq2wRgC2bSZq4_qUAoH7kjb7qsKaZ7N3mIPz,"I signed up on January 10, 2022, then canceled on January 12, 2022. It just wasn't in my budget. Since then, I have had problems. It was confirmed on January 12, 2022 by a coordinator, Jayvee R., that my account had been canceled. On February 11, 2022, Cerebral charged me $85. I immediately contacted Cerebral via their support email to request a refund and to explain my frustration that this happened. I still haven't received a response or refund. I'm really disappointed and angry.",1,0,3.7.15,2022-02-15 07:47:24,,
gp:AOqpTOEoOQiAvDPYuXKcTa1hOtJtdwvuEmiqtVrkrh8bUYp0PLDaCZLdIY_8g5-s62hoe8DMaCDnR1h3-G_Qtg,Tyler Cole,https://play-lh.googleusercontent.com/a-/AOh14GgUD2zlvayjAK5PsMyOiPLq1VgoA31j6IxtiMZA9Q,"Go anywhere else. The cheapest plan is $85 just for medication and one visit a month at their time. It is not therapy, strictly a follow-up. Impossible to schedule meetings or connect to the meetings and I haven't gotten medication in 2 months. Complete waste of money",1,0,3.7.14,2022-02-15 06:24:11,,
gp:AOqpTOFg55mDcmfzMgbInCqNIPk5ImMoKXw4MKxRwuZnhjQD0v4azj4-nb8upI5LTY1JCVLhCOBxuPhT_71W6g,Mike,https://play-lh.googleusercontent.com/a/AATXAJwZ7ZbZxTRcsNFQkExgOBjTNbkrRH8SI0valUuw=mo,Apparently they can't prescribe medication to someone who's already on medication. Waste of money,1,0,3.7.16,2022-02-15 02:08:19,,
gp:AOqpTOG2KntZdLHN0GTu_oKyXAXaQ5iNdH_PpIlzV_X5bgjDrwV3_dixRW8v6_frHLJbc7znKtEfsBnqzvVtcQ,Matt R,https://play-lh.googleusercontent.com/a/AATXAJwVH0pcIj1r1rxNrTnUu6FnT5furmEn8YnWS6fx=mo,Will update my review once I've actually met with the care team. Mediocre review so far because you get charged the monthly fee before you even meet with anybody. Almost 3 weeks into signing up and I've already paid for a service that I can't actually use yet.,3,0,3.7.16,2022-02-14 22:55:59,,
gp:AOqpTOHke4HS8C_SKvpq-POMneDR7SJ1DItLWgsdR_4156f17yRcoihkmWqAC4tJr7bFBpBJXgDvSclY_WDKYg,Nathan Cole,https://play-lh.googleusercontent.com/a/AATXAJwe4YRgTonmgn9nsFaJp1XmFJzT-8F9pUNJlHPe=mo,"If you are seeking a full range of treatment for ADHD and you have not been diagnosed by a Neuropsych, Cerebral will NOT be able to provide this. Skip the step and get a diagnosis first",2,0,3.7.16,2022-02-14 12:49:37,,
gp:AOqpTOGeRdeqA8G9qEFkw68NFbxu79nJ8PJrMriFzD8lu1bBglHnPgKtUM1A9lBehJHoc9Msa0yYmCQknBRzxQ,Janay Smith,https://play-lh.googleusercontent.com/a-/AOh14GhLZhLnmPunfH0i_w67UfeF0iuvxr-JjdP3FDtfBQ,I am so happy to have the option to take control of my health. It's super convenient and helpful to have this option available during tumultuous times in the health professional community,5,0,3.7.16,2022-02-14 11:57:52,"Hi, thank you very much for your feedback.",2022-02-18 16:48:34
gp:AOqpTOHorU5Ib4TtJBnzaJKY-8mXOm34HSqtS9cdUlRZrtD4-ZBqxLjbOufw2LP2nFokItBs4n2vDJzryj_mZg,Esrof Forse,https://play-lh.googleusercontent.com/a/AATXAJwe88als22ze-4j-DrlGBHly0H1ihnmBIe5LdA5=mo,"Awful service. They don't care about your mental health, just your money.",1,0,3.7.16,2022-02-14 11:53:52,,
gp:AOqpTOFJXXdRLaGqmWMbhPHtGwspGyQHfo8gk9NzO9O2Zehpwphb8Ozgj5JswOmu583SCt_3EWaiUWQPKWqqew,Tanya Webster,https://play-lh.googleusercontent.com/a/AATXAJxOgNMdSo9NKxS7MSX5nkdVnr8QmBkreH7v4Wnx=mo,"This is a scam. They require a phone number & require you to agree to 3rd party solicitation. 1st red flag. They sign you up for a plan that is inexpensive & is called ""medication and care counseling"" leading you to believe you are getting therapy but in reality if you want therapy you have to pay over $300/month. I gave them the benefit of the doubt because I really need counseling and set up an appointment & when my appointment came up my 'care counselor' never came to the chat room.",1,0,3.7.16,2022-02-14 07:34:28,"Hi, we’re sorry to hear that and would like to take a closer look at this for you. Please reach out to reviews@cerebral.com with your review’s username. We look forward to assisting you in any way we can. Best, Cerebral Team",2022-02-14 10:57:29
gp:AOqpTOG_CNbmHmdLRZ5qRImD3TVrkusW92hB4qfVuMfj9R60Ma3I_cnyfxDo0rgtLaqKSAQOktGeIfNANQIkrw,Beth Patterson,https://play-lh.googleusercontent.com/a/AATXAJy7jnc2jLs0jpfAh3if8Z-0Ad9wujjPU99XJvXL=mo,Awesome app! It has been very helpful for me and easy to navigate. The care team is amazing!!,5,0,3.7.16,2022-02-13 21:00:48,Thank you so much for your review and your kind words!,2022-02-14 10:54:59
gp:AOqpTOHbKPMU0luvtqGM3ZjQpHHtxHTIAI-hRkU6mncIXyh37S75bWxyVsviUuvcrchy4s4oJ0oSm94tjWaF9A,Shalyne,https://play-lh.googleusercontent.com/a/AATXAJxzI1AK1R9JEV8VMIGYR8D4sJhkkXSepC8oCVoo=mo,"I have tried to cancel 3 times now and have not received a response. I even called and contacted support. They will not cancel over the phone and you have to wait for someone to send you a cancelation form. Like I said I've sent 3 emails and no form. I signed up for medication and a care counselor. I never talked to a care counselor because it was a month out. That's why I want to cancel. Reaching out for help with your mental health shouldn't cause more anxiety, but it has in my case.",1,0,3.7.16,2022-02-13 12:05:31,"Hi, we’re sorry to hear that and would like to take a closer look at this for you. Please reach out to reviews@cerebral.com with your review’s username. We look forward to assisting you in any way we can. Best, Cerebral Team",2022-02-14 10:54:44
gp:AOqpTOGeLU_LbqJoVrz0TNFB6Ev0j0o5AQjkasC0oA-civ9M3NBuBXAGgUnoxz2tfrOn3Ew_bkU1YSXQt21-mg,Kiera Davis,https://play-lh.googleusercontent.com/a-/AOh14GiJS1q8oPFxAwS34nhaNMCC7iqp7lN8dGJagJdQ,So far so good. i had an emergency yesterday & needed to talk to someone. i couldn't talk to a counselor but i was able to speak to someone for my medicine pretty quickly. He was really kind & listened even though I cried like a baby. lol We decided on medicine best for me & it should be here in a couple days. 👍,4,0,3.7.16,2022-02-13 11:00:14,Thank you so much for your review! We are happy that you were able to connect to a prescriber for help so fast. We are rooting for you!,2022-02-14 10:52:16
gp:AOqpTOEM2ChJ5w3qdD_uaTVB2nHfy2hF1DhVB5Cg_NrYm6EOAQlTq5uZpEMGt8K9ndAd0UKJIr2nG6WjYl0w5Q,Psalm85 Godwins,https://play-lh.googleusercontent.com/a-/AOh14Gij_BHYjHrwy5z2tdH_El2ZJXaX52wAVkwcn3I9Jg,This is a great option for mental maintenance!,5,0,3.7.16,2022-02-12 19:00:50,"We are pleased that you enjoyed the app. If there is anything we can do for you, just let us know!",2022-02-14 10:51:20
gp:AOqpTOGKzvd_306hfWE8m-3x9bN__8p8hN2xVIV-dUrV3KaBJIkGA5mIs6Gg96jzRLI2c7p405SzxLYep7hTKg,Clara Thames,https://play-lh.googleusercontent.com/a-/AOh14Gj58vVrjs-hgIHHYBtPcurRUXWOprZWOUiMcbFePQ,Scammers! They have an incentive to prescribe medication. Their assessments are too vague to provide confirmed diagnosis. Billing is not transparent... They will charge you when your therapist doesn't show up to appointments. They will continue charging your card when you cancel your subscription. My prescriber wouldn't tell me how to stop taking medication that didn't work for me after a week of asking how to stop. My therapist would forget what we discussed during previous sessions.,1,0,,2022-02-12 16:40:38,"Hi, we’re sorry to hear that and would like to take a closer look at this for you. Please reach out to reviews@cerebral.com with your review’s username. We look forward to assisting you in any way we can. Best, Cerebral Team",2022-02-14 10:50:59
gp:AOqpTOFD9E2JvheVrr3PYGswv-BcU5EYCu2ec9wK3Vu3Z0rPlTSAA6OcW55VBljV2JbZOuesTfX-d6eVKv4f1Q,Teresa Menendez,https://play-lh.googleusercontent.com/a/AATXAJzWkIxmks4cv62whMFlqS6dXc84_d5UnBhsvUYs=mo,"well worth so far, will update if that changes",5,0,3.7.16,2022-02-12 12:05:58,Thank you so much for your review!,2022-02-14 10:47:01
gp:AOqpTOGlmAEkt_vBzAnY05jiuWXyMZ9-qeILDgL3BfvUg5zfmcI9OPOdY9jE2f_rf4QHGczqHjAHOfCcAu24ow,Deanna S,https://play-lh.googleusercontent.com/a-/AOh14Gj6NAVVXkpzF42xeooCfO1L_0UFOHkyQr0sZ7cO,"It's great- until your prescriber and therapist cancel without notice/totally abandon you so you have to be reassigned, and if you find local free help and need to cancel, they make it difficult and long so you get charged for another month that you can't even use even if you wanted to. It was nice to get me started getting help, but not feasible in the long run at all.",3,0,3.7.15,2022-02-12 11:24:16,"We appreciate you taking the time to share your experience. We're sorry to hear you were not satisfied with our services and would like to take some time to see what we can do to correct the situation. Please reach out to reviews@cerebral.com with your review’s username. We look forward to assisting you in any way we can. Best, Cerebral Team
",2022-02-14 10:45:07
gp:AOqpTOGU_Is9eJkm5WQGT4GiLgvveC2C2S879iEqaCILnbF3mkh3hV7YwjuNfo5v1_CdemeJCYeI7CPlnJGbrw,Nena Faulkner,https://play-lh.googleusercontent.com/a/AATXAJxWmaIJksAj6ihSpaTMaIZRSoV-TJiNZnL-UpDG=mo,The app freezes and stops frequently. VERY frustrating,1,0,3.7.16,2022-02-11 18:25:51,"Hi, we are sorry that you're having issues with the app. Can you write to us at support@cerebral.com. Kindly include a description of the issue you are facing, your Android version, and your app version. We will investigate immediately & solve the issue.",2022-02-14 10:40:59
gp:AOqpTOE0KpQrpFzzS6AUBNezX5XYh6VrPQdd1QvjzeaufPrC5ZH4wi9PrEE5B9gzhW3KKA1MsF3OBSI18f7M9A,Ky C,https://play-lh.googleusercontent.com/a-/AOh14GgQK5l82Pi_hVMrtrk1wS70JG4SCrwOnp2wHlK8,"Misleading and deceitful, and went through several counselors and problems within three months. In the long run they gave me discounts here and there, but not fair for what they put me through. I should have received every penny back, which they really should consider for all the trouble they did out me through. They did not rectify the problems in the end. Not satisfied, would not recommend",1,0,,2022-02-11 14:38:02,,
gp:AOqpTOEInNJvHo-8m77jCMHrHWASbjjrlvtsXRw7AA1RFTMVGm5CuJ1-rvDSrL9lZIjCtZPKn_Q-q61CGwgQNw,Korri Jones,https://play-lh.googleusercontent.com/a-/AOh14Gh3Fr8ypglzuFdN6OpATyv-JU7fR0EtOB3zmNrX,They really psychoanalyze you so when you sign up with this program it does take the time but also you know that they care by asking a lot of questions and the people they assign me to work excellent beyond my expectations,5,0,3.7.16,2022-02-11 13:32:41,"We are pleased that you enjoyed the app. If there is anything we can do for you, just let us know!",2022-02-18 16:46:54
